year,huc8,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2006,18030009,1536529.285130538,1473120.366527021,63408.90007934719,1562526.717503585,1498205.935008466,64320.79265747219,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,872086.5787353516,815330.7664794922,56755.78259277344,898084.0111083984,840416.3349609375,57667.67517089844,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,1,1,1,,,1,1
2007,18030009,1375221.14914421,1329605.951426923,45615.19439087063,1279112.39120964,1234556.027476728,44556.38872680813,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,710778.4382772446,671816.3469076157,38962.07690429688,614669.6804199219,576766.423034668,37903.27124023438,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.69686675,.69710958,.6919139,,,.48147207,.65700471
2008,18030009,1146790.864720382,1083704.748362958,63086.12682495266,1132006.114964522,1068459.477092206,63546.65612182766,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,482348.1496582031,425915.1396484375,56433.00933837891,467563.3999023438,410669.8683776855,56893.53863525391,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.67697316,.66431916,.98427045,,,.42533708,.98248816
2009,18030009,964776.376927413,950551.2016710639,14225.19185791165,964552.7731676474,950201.9860033393,14350.79522094876,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,300333.6739501953,292761.6050415039,7572.074371337891,300110.0701904297,292412.3893737793,7697.677734375,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.51060408,.49942365,.7827127,,,.14304708,.75809187
2010,18030009,1166112.833470382,1138520.917613447,27591.93462524563,1229064.577977218,1201893.34852165,27171.24248657376,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,501670.1177978516,480731.3082885742,20938.81713867188,564621.861328125,544103.7382202148,20518.125,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.69103312,.67895687,.98427045,,,.45039585,.98248816
2011,18030009,1470991.707493819,1407203.276561201,63788.43755493313,1534491.63339714,1470418.508372724,64073.13701782376,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,806548.9981689453,749413.6735839844,57135.32006835938,870048.9250488281,812628.9063720703,57420.01953125,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.86690497,.861435,1,,,.76278609,1
2012,18030009,1257554.76620964,1226073.11503166,31481.66179809719,1157486.147923507,1126584.892833173,30901.25963745266,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,593112.0554045439,568283.5105742216,24828.54431152344,493043.4371337891,468795.2883911133,24248.14215087891,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.64204258,.64520937,.56661826,,,.39262235,.51751184
2013,18030009,1035665.040623702,1019947.672313154,15717.36846313626,1023467.57101921,996005.374553144,27462.19402465969,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,371222.3298339844,362158.0678710938,9064.2509765625,359024.8602294922,338215.770111084,20809.07653808594,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.54727036,.54252517,.66370887,,,.21683392,.6256038
2014,18030009,860852.4057817832,841162.7689165473,19689.64510498196,844266.0458269492,836385.6078752875,7880.450830079615,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,196409.6927032471,183373.1621856689,13036.5276184082,179823.3327484131,178596.0011444092,1227.333343505859,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.41832215,.43017089,.13323656,,,.024491007,.03502373
2015,18030009,828383.9702196494,820594.5857653022,7789.396051026881,825656.6741991416,817858.097789228,7798.586389161646,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,163941.2569274902,162804.9788208008,1136.278564453125,161213.9609069824,160068.4908447266,1145.468902587891,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.41983899,.43237182,.117507,,,.028258853,.017511865
2016,18030009,930064.966771163,878772.3465074897,51292.63671264797,953616.573399581,899189.2070421577,54427.38479004055,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,265622.2642822266,220982.7503662109,44639.51922607422,289173.8709106445,241399.6109008789,47774.2673034668,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.48298702,.47148615,.76286072,,,.095219985,.73599052
2017,18030009,1411925.64926628,1345169.437388837,66756.24907837063,1499507.489720382,1431792.760264814,67714.75225219876,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,747482.9332275391,687379.8276977539,60103.13159179688,835064.7735595703,774003.1504516602,61061.634765625,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,1,1,1,,,1,1
2018,18030009,1287718.998753585,1220510.191356122,67208.80327758938,1222549.346531905,1151608.797191083,70940.57439575344,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,623276.2834472656,562720.5823974609,60555.68579101563,558106.6314086914,493819.1884155273,64287.45690917969,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.70903909,.70184427,.88403392,,,.4895775,.87089384
2019,18030009,1391127.61386589,1319532.891246259,71594.75701294094,1418497.863133468,1350987.050242841,67510.83782348782,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,726684.8972167969,661743.2809448242,64941.63952636719,754055.1552734375,693197.4487304688,60857.72033691406,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.87632847,.87124604,1,,,.7795819,1
2020,18030009,1089261.79379753,1044428.201854169,44833.59612426907,1022263.544774093,980094.8644518256,42168.68938598782,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,424819.0888671875,386638.6032714844,38180.47863769531,357820.8310546875,322305.2570800781,35515.57189941406,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.54834145,.54260486,.68876803,,,.21697041,.65350235
2021,18030009,866848.7952013388,842025.42475456,24823.38167724758,853792.255406417,830163.0562242866,23629.20931396633,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,202406.0825958252,184235.8184967041,18170.26419067383,189349.5428314209,172373.4499969482,16976.09182739258,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.43412033,.43343496,.45162874,,,.030078858,.3894929
1993,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
1994,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
1995,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
1996,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
1997,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
1998,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
1999,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2000,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2001,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2002,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2003,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2004,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2005,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2006,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2007,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2008,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2009,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2010,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2011,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2012,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2013,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2014,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2015,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2016,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2017,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2018,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2019,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2020,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
2021,18030010,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,547.6000243350863,542.4000244140625,5.199999921023846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.6000243350863,542.4000244140625,5.199999921023846,1,1,1,,,,
1993,18030012,2162437.279344328,1958773.172630504,203664.111341767,2205142.719571836,2001317.303898051,203825.4054091498,2205560.446389921,1995182.710724071,210377.7225478217,761255.4504394531,732625.2344970703,28630.216796875,753443.5576782227,722978.0834960938,30465.47320556641,724593.5576782227,694128.0834960938,30465.47320556641,420654.9253807068,416305.0226707458,4349.905090332031,463360.373298645,458849.1616287231,4511.199157714844,500439.8705177307,491211.603427887,9228.254028320313,0,0,0,0,0,0,980527.0582375601,809843.0537378341,170684.0021498725,.91508281,.90726244,.9890337,1,1,.62332261,.75
1994,18030012,1635375.68506027,1440750.093116954,194625.5909255072,1601348.988363035,1406800.305355266,194548.688886933,2205560.446389921,1995182.710724071,210377.7225478217,416394.5434570313,396951.8508911133,19442.69287109375,753443.5576782227,722978.0834960938,30465.47320556641,724593.5576782227,694128.0834960938,30465.47320556641,238454.05701828,233955.1656608582,4498.890045166016,204427.3605957031,200005.3781738281,4421.988006591797,500439.8705177307,491211.603427887,9228.254028320313,0,0,0,0,0,0,980527.0582375601,809843.0537378341,170684.0021498725,.68123317,.65634686,.91662711,.5,.5,.31071112,.75
1995,18030012,2173149.850702055,1968000.025604442,205149.8336928412,2230104.661023863,2024843.754627421,205260.9114516303,2205560.446389921,1995182.710724071,210377.7225478217,736789.4077148438,706575.2397460938,30214.1669921875,753443.5576782227,722978.0834960938,30465.47320556641,724593.5576782227,694128.0834960938,30465.47320556641,455833.4293251038,451581.7608680725,4251.66748046875,512788.2399520874,508425.490196228,4362.745239257813,500439.8705177307,491211.603427887,9228.254028320313,0,0,0,0,0,0,980527.0582375601,809843.0537378341,170684.0021498725,1,1,1,1,1,1,1
