year,huc8,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2010,18060004,14227.69072182477,13358.18818356097,869.5025382637978,14227.69072182477,13358.18818356097,869.5025382637978,18873.23320229352,13358.18818356097,5515.045018732548,821.6025390625,0,821.6025390625,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.84117198,1,.50434268,,.5,,
2011,18060004,14241.24931557477,13358.18818356097,883.0610709786415,14241.24931557477,13358.18818356097,883.0610709786415,18873.23320229352,13358.18818356097,5515.045018732548,835.1610717773438,0,835.1610717773438,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.93646884,1,.80173713,,.80000007,,
2012,18060004,14268.58500893414,13358.18818356097,910.3968253731728,14268.58500893414,13358.18818356097,910.3968253731728,18873.23320229352,13358.18818356097,5515.045018732548,862.496826171875,0,862.496826171875,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.88882041,1,.65303981,,.64999998,,
2013,18060004,14211.07060463727,13358.18818356097,852.8824210762978,14211.07060463727,13358.18818356097,852.8824210762978,18873.23320229352,13358.18818356097,5515.045018732548,804.982421875,0,804.982421875,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.79352355,1,.35564545,,.34999999,,
2014,18060004,14107.19487221539,13358.18818356097,749.0066886544228,14107.19487221539,13358.18818356097,749.0066886544228,18873.23320229352,13358.18818356097,5515.045018732548,701.106689453125,0,701.106689453125,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.69822675,1,.058251068,,.050000004,,
2015,18060004,14157.92997963727,13358.18818356097,799.7417960762978,14157.92997963727,13358.18818356097,799.7417960762978,18873.23320229352,13358.18818356097,5515.045018732548,751.841796875,0,751.841796875,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.74587518,1,.20694828,,.20000002,,
2016,18060004,14324.34990151227,13358.18818356097,966.1616569161415,14324.34990151227,13358.18818356097,966.1616569161415,18873.23320229352,13358.18818356097,5515.045018732548,918.2616577148438,0,918.2616577148438,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.87293762,1,.60347414,,.60000002,,
2017,18060004,14028.24931557477,13358.18818356097,670.0611320137978,14028.24931557477,13358.18818356097,670.0611320137978,18873.23320229352,13358.18818356097,5515.045018732548,622.1611328125,0,622.1611328125,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.95235163,1,.8513028,,.85000002,,
2018,18060004,13936.83867104352,13358.18818356097,578.6504264473915,13936.83867104352,13358.18818356097,578.6504264473915,18873.23320229352,13358.18818356097,5515.045018732548,530.7504272460938,0,530.7504272460938,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.79352355,1,.35564545,,.34999999,,
2019,18060004,13983.85600502789,13358.18818356097,625.667882502079,13983.85600502789,13358.18818356097,625.667882502079,18873.23320229352,13358.18818356097,5515.045018732548,577.7678833007813,0,577.7678833007813,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.92058599,1,.75217134,,.75,,
2020,18060004,13993.04081948102,13358.18818356097,634.852696955204,13993.04081948102,13358.18818356097,634.852696955204,18873.23320229352,13358.18818356097,5515.045018732548,586.9526977539063,0,586.9526977539063,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.74587518,1,.20694828,,.20000002,,
2021,18060004,14092.98027260602,13358.18818356097,734.7920890450478,14092.98027260602,13358.18818356097,734.7920890450478,18873.23320229352,13358.18818356097,5515.045018732548,686.89208984375,0,686.89208984375,5467.14501953125,0,5467.14501953125,5467.14501953125,0,5467.14501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406.08818276227,13358.18818356097,47.89999920129776,.69822675,1,.058251068,,.050000004,,
1993,18060005,332353.0774496272,320680.0814785734,11672.99597418308,332353.0774496272,320680.0814785734,11672.99597418308,338666.2905843928,320680.0814785734,17986.20886480808,0,0,0,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,1,1,1,,1,,
1994,18060005,332353.0774496272,320680.0814785734,11672.99597418308,332353.0774496272,320680.0814785734,11672.99597418308,338666.2905843928,320680.0814785734,17986.20886480808,0,0,0,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98974526,1,.82449853,,.5,,
1995,18060005,332353.0774496272,320680.0814785734,11672.99597418308,332353.0774496272,320680.0814785734,11672.99597418308,338666.2905843928,320680.0814785734,17986.20886480808,0,0,0,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,1,1,1,,1,,
1996,18060005,332378.3303793147,320680.0814785734,11698.24882566929,332378.3303793147,320680.0814785734,11698.24882566929,338666.2905843928,320680.0814785734,17986.20886480808,25.25285148620605,0,25.25285148620605,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,1,1,1,,1,,
1997,18060005,332655.8591879085,320680.0814785734,11975.77765142918,332655.8591879085,320680.0814785734,11975.77765142918,338666.2905843928,320680.0814785734,17986.20886480808,302.7816772460938,0,302.7816772460938,1569.464721679688,0,1569.464721679688,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,1,1,1,,1,,
1998,18060005,333260.1597250178,320680.0814785734,12580.07837164402,333260.1597250178,320680.0814785734,12580.07837164402,338666.2905843928,320680.0814785734,17986.20886480808,907.0823974609375,0,907.0823974609375,1569.464721679688,0,1569.464721679688,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,1,1,1,,1,,
1999,18060005,333298.2915609553,320680.0814785734,12618.21014654636,333298.2915609553,320680.0814785734,12618.21014654636,338666.2905843928,320680.0814785734,17986.20886480808,945.2141723632813,0,945.2141723632813,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,1,1,1,,1,,
2000,18060005,333353.5952718928,320680.0814785734,12673.51391851902,333353.5952718928,320680.0814785734,12673.51391851902,338666.2905843928,320680.0814785734,17986.20886480808,1000.517944335938,0,1000.517944335938,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.99794906,1,.96489972,,.89999998,,
2001,18060005,333434.6567953303,320680.0814785734,12754.57556402683,333434.6567953303,320680.0814785734,12754.57556402683,338666.2905843928,320680.0814785734,17986.20886480808,1081.57958984375,0,1081.57958984375,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98748916,1,.7858882,,.38999996,,
2002,18060005,333452.8389242366,320680.0814785734,12772.75757086277,333452.8389242366,320680.0814785734,12772.75757086277,338666.2905843928,320680.0814785734,17986.20886480808,1099.761596679688,0,1099.761596679688,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.99384713,1,.8946991,,.69999999,,
2003,18060005,333477.5869711116,320680.0814785734,12797.50537359715,333477.5869711116,320680.0814785734,12797.50537359715,338666.2905843928,320680.0814785734,17986.20886480808,1124.509399414063,0,1124.509399414063,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.99794906,1,.96489972,,.89999998,,
2004,18060005,333404.8586996272,320680.0814785734,12724.77722418308,333404.8586996272,320680.0814785734,12724.77722418308,338666.2905843928,320680.0814785734,17986.20886480808,1051.78125,0,1051.78125,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.99282163,1,.87714899,,.64999998,,
2005,18060005,333426.5762289241,320680.0814785734,12746.49463140965,333426.5762289241,320680.0814785734,12746.49463140965,338666.2905843928,320680.0814785734,17986.20886480808,1073.498657226563,0,1073.498657226563,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.99794906,1,.96489972,,.89999998,,
2006,18060005,333415.9697836116,320680.0814785734,12735.88843023777,333415.9697836116,320680.0814785734,12735.88843023777,338666.2905843928,320680.0814785734,17986.20886480808,1062.892456054688,0,1062.892456054688,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,1,1,1,,1,,
2007,18060005,333306.6250570491,320680.0814785734,12626.54364264011,333306.6250570491,320680.0814785734,12626.54364264011,338666.2905843928,320680.0814785734,17986.20886480808,953.5476684570313,0,953.5476684570313,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.9917962,1,.85959882,,.60000002,,
2008,18060005,333212.1795004085,320680.0814785734,12532.09796392918,333212.1795004085,320680.0814785734,12532.09796392918,338666.2905843928,320680.0814785734,17986.20886480808,859.1019897460938,0,859.1019897460938,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98666883,1,.77184808,,.34999999,,
2009,18060005,333312.938289471,320680.0814785734,12632.85681402683,333312.938289471,320680.0814785734,12632.85681402683,338666.2905843928,320680.0814785734,17986.20886480808,959.86083984375,0,959.86083984375,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98769426,1,.78939819,,.40000001,,
2010,18060005,333301.826961346,320680.0814785734,12621.74554693699,333301.826961346,320680.0814785734,12621.74554693699,338666.2905843928,320680.0814785734,17986.20886480808,948.7495727539063,0,948.7495727539063,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98974526,1,.82449853,,.5,,
2011,18060005,333317.4839437678,320680.0814785734,12637.4023462534,333317.4839437678,320680.0814785734,12637.4023462534,338666.2905843928,320680.0814785734,17986.20886480808,964.4063720703125,0,964.4063720703125,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.99589807,1,.92979938,,.80000001,,
2012,18060005,333349.0498617366,320680.0814785734,12668.96838629246,333349.0498617366,320680.0814785734,12668.96838629246,338666.2905843928,320680.0814785734,17986.20886480808,995.972412109375,0,995.972412109375,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.99282163,1,.87714899,,.64999998,,
2013,18060005,333282.6348226741,320680.0814785734,12602.55340826511,333282.6348226741,320680.0814785734,12602.55340826511,338666.2905843928,320680.0814785734,17986.20886480808,929.5574340820313,0,929.5574340820313,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98666883,1,.77184808,,.34999999,,
2014,18060005,333162.6838949397,320680.0814785734,12482.60235846043,333162.6838949397,320680.0814785734,12482.60235846043,338666.2905843928,320680.0814785734,17986.20886480808,809.6063842773438,0,809.6063842773438,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98051596,1,.66654718,,.050000001,,
2015,18060005,333221.2705648616,320680.0814785734,12541.18896734715,333221.2705648616,320680.0814785734,12541.18896734715,338666.2905843928,320680.0814785734,17986.20886480808,868.1929931640625,0,868.1929931640625,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98359239,1,.71919763,,.2,,
2016,18060005,333413.4446371272,320680.0814785734,12733.36316168308,333413.4446371272,320680.0814785734,12733.36316168308,338666.2905843928,320680.0814785734,17986.20886480808,1060.3671875,0,1060.3671875,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.9917962,1,.85959882,,.60000002,,
2017,18060005,333071.5210531428,320680.0814785734,12391.43957769871,333071.5210531428,320680.0814785734,12391.43957769871,338666.2905843928,320680.0814785734,17986.20886480808,718.443603515625,0,718.443603515625,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.99692357,1,.94734955,,.85000002,,
2018,18060005,332965.9641683772,320680.0814785734,12285.88263189793,332965.9641683772,320680.0814785734,12285.88263189793,338666.2905843928,320680.0814785734,17986.20886480808,612.8866577148438,0,612.8866577148438,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98666883,1,.77184808,,.34999999,,
2019,18060005,333020.2578695491,320680.0814785734,12340.17627203465,333020.2578695491,320680.0814785734,12340.17627203465,338666.2905843928,320680.0814785734,17986.20886480808,667.1802978515625,0,667.1802978515625,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.99487263,1,.91224927,,.75,,
2020,18060005,333030.8638265803,320680.0814785734,12350.78247320652,333030.8638265803,320680.0814785734,12350.78247320652,338666.2905843928,320680.0814785734,17986.20886480808,677.7864990234375,0,677.7864990234375,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98359239,1,.71919763,,.2,,
2021,18060005,333146.2695882991,320680.0814785734,12466.18799078465,333146.2695882991,320680.0814785734,12466.18799078465,338666.2905843928,320680.0814785734,17986.20886480808,793.1920166015625,0,793.1920166015625,6313.212890625,0,6313.212890625,6313.212890625,0,6313.212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332353.0774496272,320680.0814785734,11672.99597108364,.98051596,1,.66654718,,.050000001,,
1993,18060006,15475.43240947276,12344.95105046779,3130.481360092759,15475.43240947276,12344.95105046779,3130.481360092759,21125.4581663087,12344.95105046779,8780.507238999009,0,0,0,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,1,1,1,,1,,
1994,18060006,15475.43240947276,12344.95105046779,3130.481360092759,15475.43240947276,12344.95105046779,3130.481360092759,21125.4581663087,12344.95105046779,8780.507238999009,0,0,0,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.88106805,1,.67826313,,.5,,
1995,18060006,15475.43240947276,12344.95105046779,3130.481360092759,15475.43240947276,12344.95105046779,3130.481360092759,21125.4581663087,12344.95105046779,8780.507238999009,0,0,0,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,1,1,1,,1,,
1996,18060006,15498.03250712901,12344.95105046779,3153.081463471055,15498.03250712901,12344.95105046779,3153.081463471055,21125.4581663087,12344.95105046779,8780.507238999009,22.6001033782959,0,22.6001033782959,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,1,1,1,,1,,
1997,18060006,15746.40762919933,12344.95105046779,3401.456579819322,15746.40762919933,12344.95105046779,3401.456579819322,21125.4581663087,12344.95105046779,8780.507238999009,270.9752197265625,0,270.9752197265625,1404.596313476563,0,1404.596313476563,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,1,1,1,,1,,
1998,18060006,16287.22806376964,12344.95105046779,3942.277014389634,16287.22806376964,12344.95105046779,3942.277014389634,21125.4581663087,12344.95105046779,8780.507238999009,811.795654296875,0,811.795654296875,1404.596313476563,0,1404.596313476563,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,1,1,1,,1,,
1999,18060006,16321.35416240245,12344.95105046779,3976.403174057603,16321.35416240245,12344.95105046779,3976.403174057603,21125.4581663087,12344.95105046779,8780.507238999009,845.9218139648438,0,845.9218139648438,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,1,1,1,,1,,
2000,18060006,16370.84854716808,12344.95105046779,4025.897436752915,16370.84854716808,12344.95105046779,4025.897436752915,21125.4581663087,12344.95105046779,8780.507238999009,895.4160766601563,0,895.4160766601563,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.97621363,1,.93565261,,.89999992,,
2001,18060006,16443.3946897462,12344.95105046779,4098.443762436509,16443.3946897462,12344.95105046779,4098.443762436509,21125.4581663087,12344.95105046779,8780.507238999009,967.96240234375,0,967.96240234375,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.85490298,1,.607481,,.38999999,,
2002,18060006,16459.66690654308,12344.95105046779,4114.715796127915,16459.66690654308,12344.95105046779,4114.715796127915,21125.4581663087,12344.95105046779,8780.507238999009,984.2344360351563,0,984.2344360351563,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.92864084,1,.8069579,,.69999999,,
2003,18060006,16481.81509990245,12344.95105046779,4136.863928452134,16481.81509990245,12344.95105046779,4136.863928452134,21125.4581663087,12344.95105046779,8780.507238999009,1006.382568359375,0,1006.382568359375,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.97621363,1,.93565261,,.89999992,,
2004,18060006,16416.7267209962,12344.95105046779,4071.77561058104,16416.7267209962,12344.95105046779,4071.77561058104,21125.4581663087,12344.95105046779,8780.507238999009,941.2942504882813,0,941.2942504882813,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.91674763,1,.77478415,,.64999998,,
2005,18060006,16436.16275615245,12344.95105046779,4091.211706772447,16436.16275615245,12344.95105046779,4091.211706772447,21125.4581663087,12344.95105046779,8780.507238999009,960.7303466796875,0,960.7303466796875,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.97621363,1,.93565261,,.89999992,,
2006,18060006,16426.67081279308,12344.95105046779,4081.719702377915,16426.67081279308,12344.95105046779,4081.719702377915,21125.4581663087,12344.95105046779,8780.507238999009,951.2383422851563,0,951.2383422851563,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,1,1,1,,1,,
2007,18060006,16328.81229228526,12344.95105046779,3983.861242905259,16328.81229228526,12344.95105046779,3983.861242905259,21125.4581663087,12344.95105046779,8780.507238999009,853.3798828125,0,853.3798828125,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.90485448,1,.74261051,,.60000002,,
2008,18060006,16244.28787822276,12344.95105046779,3899.336828842759,16244.28787822276,12344.95105046779,3899.336828842759,21125.4581663087,12344.95105046779,8780.507238999009,768.85546875,0,768.85546875,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.84538847,1,.58174205,,.34999999,,
2009,18060006,16334.46231669933,12344.95105046779,3989.511267319322,16334.46231669933,12344.95105046779,3989.511267319322,21125.4581663087,12344.95105046779,8780.507238999009,859.0299072265625,0,859.0299072265625,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.85728163,1,.61391574,,.40000004,,
2010,18060006,16324.51822490245,12344.95105046779,3979.567236557603,16324.51822490245,12344.95105046779,3979.567236557603,21125.4581663087,12344.95105046779,8780.507238999009,849.0858764648438,0,849.0858764648438,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.88106805,1,.67826313,,.5,,
2011,18060006,16338.53030986339,12344.95105046779,3993.579260483384,16338.53030986339,12344.95105046779,3993.579260483384,21125.4581663087,12344.95105046779,8780.507238999009,863.097900390625,0,863.097900390625,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.95242721,1,.87130529,,.80000007,,
2012,18060006,16366.7804319337,12344.95105046779,4021.829382553697,16366.7804319337,12344.95105046779,4021.829382553697,21125.4581663087,12344.95105046779,8780.507238999009,891.3480224609375,0,891.3480224609375,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.91674763,1,.77478415,,.64999998,,
2013,18060006,16307.34219951183,12344.95105046779,3962.391150131822,16307.34219951183,12344.95105046779,3962.391150131822,21125.4581663087,12344.95105046779,8780.507238999009,831.9097900390625,0,831.9097900390625,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.84538847,1,.58174205,,.34999999,,
2014,18060006,16199.99161357433,12344.95105046779,3855.040625229478,16199.99161357433,12344.95105046779,3855.040625229478,21125.4581663087,12344.95105046779,8780.507238999009,724.5592651367188,0,724.5592651367188,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.77402925,1,.38869995,,.050000004,,
2015,18060006,16252.4239866212,12344.95105046779,3907.47287620604,16252.4239866212,12344.95105046779,3907.47287620604,21125.4581663087,12344.95105046779,8780.507238999009,776.9915161132813,0,776.9915161132813,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.80970883,1,.485221,,.20000002,,
2016,18060006,16424.41080302745,12344.95105046779,4079.45969261229,16424.41080302745,12344.95105046779,4079.45969261229,21125.4581663087,12344.95105046779,8780.507238999009,948.9783325195313,0,948.9783325195313,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.90485448,1,.74261051,,.60000002,,
2017,18060006,16118.40530986339,12344.95105046779,3773.454260483384,16118.40530986339,12344.95105046779,3773.454260483384,21125.4581663087,12344.95105046779,8780.507238999009,642.972900390625,0,642.972900390625,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.96432042,1,.90347892,,.85000002,,
2018,18060006,16023.93692607433,12344.95105046779,3678.985876694322,16023.93692607433,12344.95105046779,3678.985876694322,21125.4581663087,12344.95105046779,8780.507238999009,548.5045166015625,0,548.5045166015625,5650.02587890625,0,5650.02587890625,5650.02587890625,0,5650.02587890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475.43240947276,12344.95105046779,3130.481359019876,.84538847,1,.58174205,,.34999999,,
